Kvibille;56.783227;12.832206
Kvicksund;59.457644;16.314485
Kvidinge;56.135365;13.044990
Kvillsfors;57.403087;15.497728
Kvissleby;62.299215;17.379976
Kvänum;58.301430;13.186595
Kvärlöv;55.839439;12.986569
Kyrkesund;58.015795;11.514944
Kyrkheddinge;55.649140;13.268006
Kyrkhult;55.832424;13.724734
Kyrksten;59.437666;14.392946
Kågeröd;55.999056;13.088313
Kåge;64.835173;20.984811
Kåhög;57.750421;12.151588
Kållekärr;58.026051;11.660106
Kånna;56.781805;13.903944
Kårsta;59.657503;18.274701
Kälarne;62.979221;16.085824
Källby;58.509551;13.307386
Källhagen;60.698760;17.194925
Källö-Knippla;57.753167;11.651050
Kärda;57.171295;13.921352
Kärna;58.410221;15.510259
Kärsta;59.679131;16.837808
Kättilsmåla;56.269177;15.736483
Kättilstorp;56.825167;14.777483
Kävlinge;55.791294;13.107347
Köinge;57.064209;12.645174
Köpingebro;55.452452;13.935417
Köping;59.579954;15.879021
Köpmanholmen;63.169467;18.554621
Lagan;57.238215;14.069977
Laggarberg;62.464177;17.258688
Laholm;56.512652;13.044638
Lammhult;57.168903;14.580559
Landeryd;57.077553;13.266096
Landfjärden;59.035934;17.989155
Landsbro;57.369620;14.901320
Landskrona;55.869800;12.829673
Landvetter;57.685293;12.223490
Lanesund och Överby;58.340046;11.728530
Lanna;57.223516;13.777647
Larv;58.188968;13.126441
Latorpsbruk;59.275532;14.987604
Laxvik;56.597352;12.927060
Laxå;58.982954;14.619779
Lekeryd;57.773366;14.418215
Leksand;60.724768;14.868461
Lenhovda;56.997770;15.284947
Lerbäckshult;56.335259;12.973061
Lerdala;58.477042;13.709034
Lerum;57.769947;12.268929
Lesjöfors;59.97628;14.184061
Lessebo;56.756624;15.267950
Liatorp;56.663235;14.265872
Lidatorp och Klövsta;58.958090;17.906444
